device,baseline_hour,baseline_price_eur_kwh,energy_kwh,baseline_cost_eur,recommended_hour,price_eur_kwh,estimated_cost_eur,date,savings_eur,savings_pct
Lavavajillas,20,0.2974,1.3,0.3866,14,0.1219,0.1585,2024-01-31,0.2281,59.001551991722714
Secadora,20,0.2974,2.0,0.5948,16,0.1235,0.2469,2024-01-31,0.3479,58.490248823133825
Termo eléctrico,20,0.2974,2.5,0.7436,4,0.1128,0.2821,2024-01-31,0.4615,62.06293706293706
Lavadora,20,0.2101,1.0,0.2101,14,0.114,0.114,2024-02-01,0.0961,45.74012375059496
Lavavajillas,20,0.2101,1.3,0.2732,15,0.1153,0.1498,2024-02-01,0.12340000000000001,45.1683748169839
Secadora,20,0.2101,2.0,0.4202,16,0.1223,0.2445,2024-02-01,0.17570000000000002,41.813422179914326
Termo eléctrico,20,0.2101,2.5,0.5253,4,0.098,0.2449,2024-02-01,0.2804,53.37902151151722
Lavadora,20,0.2006,1.0,0.2006,14,0.1142,0.1142,2024-02-02,0.0864,43.070787637088735
Lavavajillas,20,0.2006,1.3,0.2608,16,0.1177,0.153,2024-02-02,0.10779999999999998,41.33435582822085
Secadora,20,0.2006,2.0,0.4012,15,0.1183,0.2366,2024-02-02,0.1646,41.02691924227318
Termo eléctrico,20,0.2006,2.5,0.5015,4,0.0976,0.244,2024-02-02,0.25749999999999995,51.34596211365901
Lavadora,20,0.1408,1.0,0.1408,13,0.0733,0.0733,2024-02-03,0.0675,47.940340909090914
Lavavajillas,20,0.1408,1.3,0.183,14,0.0759,0.0986,2024-02-03,0.0844,46.12021857923497
Secadora,20,0.1408,2.0,0.2815,12,0.076,0.1519,2024-02-03,0.12959999999999997,46.03907637655416
Termo eléctrico,20,0.1408,2.5,0.3519,11,0.0811,0.2026,2024-02-03,0.1493,42.426825802784876
Lavadora,20,0.1806,1.0,0.1806,15,0.0652,0.0652,2024-02-04,0.11540000000000002,63.89811738648948
Lavavajillas,20,0.1806,1.3,0.2348,14,0.0672,0.0874,2024-02-04,0.1474,62.77683134582623
Secadora,20,0.1806,2.0,0.3612,12,0.0674,0.1348,2024-02-04,0.22640000000000002,62.67995570321152
Termo eléctrico,20,0.1806,2.5,0.4515,13,0.0678,0.1695,2024-02-04,0.28200000000000003,62.45847176079735
Lavadora,20,0.3114,1.0,0.3114,14,0.1069,0.1069,2024-02-05,0.20450000000000002,65.67116249197174
Lavavajillas,20,0.3114,1.3,0.4049,15,0.1185,0.1541,2024-02-05,0.2508,61.94122005433441
Secadora,20,0.3114,2.0,0.6229,16,0.1268,0.2537,2024-02-05,0.36920000000000003,59.27115106758709
Termo eléctrico,20,0.3114,2.5,0.7786,0,0.1161,0.2902,2024-02-05,0.48839999999999995,62.72797328538402
Lavadora,20,0.2022,1.0,0.2022,14,0.1097,0.1097,2024-02-06,0.09249999999999999,45.74678536102868
Lavavajillas,20,0.2022,1.3,0.2629,23,0.1166,0.1516,2024-02-06,0.11130000000000001,42.33548877900342
Secadora,20,0.2022,2.0,0.4044,15,0.117,0.2339,2024-02-06,0.17049999999999998,42.161226508407516
Termo eléctrico,20,0.2022,2.5,0.5055,4,0.1125,0.2811,2024-02-06,0.22439999999999993,44.39169139465874
Lavadora,20,0.1974,1.0,0.1974,15,0.0904,0.0904,2024-02-07,0.107,54.20466058763931
Lavavajillas,20,0.1974,1.3,0.2566,14,0.097,0.126,2024-02-07,0.1306,50.89633671083398
Secadora,20,0.1974,2.0,0.3948,16,0.1017,0.2035,2024-02-07,0.1913,48.4549138804458
Termo eléctrico,20,0.1974,2.5,0.4935,4,0.0632,0.158,2024-02-07,0.3355,67.98378926038501
Lavadora,20,0.155,1.0,0.155,23,0.0923,0.0923,2024-02-08,0.0627,40.45161290322581
Lavavajillas,20,0.155,1.3,0.2015,14,0.0988,0.1285,2024-02-08,0.07300000000000001,36.22828784119107
Secadora,20,0.155,2.0,0.31,15,0.0991,0.1982,2024-02-08,0.11180000000000001,36.064516129032256
Termo eléctrico,20,0.155,2.5,0.3875,4,0.0781,0.1953,2024-02-08,0.1922,49.6
Lavadora,20,0.1854,1.0,0.1854,7,0.0912,0.0912,2024-02-09,0.0942,50.80906148867314
Lavavajillas,20,0.1854,1.3,0.241,23,0.1,0.1301,2024-02-09,0.1109,46.016597510373444
Secadora,20,0.1854,2.0,0.3708,17,0.1072,0.2144,2024-02-09,0.1564,42.17907227615966
Termo eléctrico,20,0.1854,2.5,0.4634,3,0.0408,0.102,2024-02-09,0.3614,77.9887785930082
Lavadora,20,0.0806,1.0,0.0806,11,0.0389,0.0389,2024-02-10,0.04170000000000001,51.736972704714645
Lavavajillas,20,0.0806,1.3,0.1048,13,0.0396,0.0514,2024-02-10,0.0534,50.95419847328244
Secadora,20,0.0806,2.0,0.1612,14,0.0402,0.0803,2024-02-10,0.08090000000000001,50.186104218362296
Termo eléctrico,20,0.0806,2.5,0.2015,12,0.0403,0.1007,2024-02-10,0.10080000000000001,50.02481389578164
Lavadora,20,0.1193,1.0,0.1193,13,0.0773,0.0773,2024-02-11,0.04200000000000001,35.205364626990786
Lavavajillas,20,0.1193,1.3,0.1551,12,0.0778,0.1011,2024-02-11,0.05399999999999999,34.81624758220503
Secadora,20,0.1193,2.0,0.2386,14,0.0779,0.1558,2024-02-11,0.08280000000000001,34.7024308466052
Termo eléctrico,20,0.1193,2.5,0.2983,3,0.0639,0.1597,2024-02-11,0.1386,46.46329198793161
Lavadora,20,0.1962,1.0,0.1962,7,0.0768,0.0768,2024-02-12,0.11940000000000002,60.85626911314985
Lavavajillas,20,0.1962,1.3,0.255,16,0.0931,0.121,2024-02-12,0.134,52.54901960784314
Secadora,20,0.1962,2.0,0.3924,14,0.0988,0.1977,2024-02-12,0.19470000000000004,49.61773700305811
Termo eléctrico,20,0.1962,2.5,0.4904,6,0.0778,0.1944,2024-02-12,0.29600000000000004,60.35889070146819
Lavadora,20,0.2008,1.0,0.2008,7,0.1043,0.1043,2024-02-13,0.0965,48.05776892430279
Lavavajillas,20,0.2008,1.3,0.2611,14,0.1239,0.1611,2024-02-13,0.1,38.299502106472616
Secadora,20,0.2008,2.0,0.4017,15,0.1252,0.2504,2024-02-13,0.1513,37.66492407269106
Termo eléctrico,20,0.2008,2.5,0.5021,4,0.08,0.1999,2024-02-13,0.3022,60.18721370244972
Lavadora,20,0.1918,1.0,0.1918,14,0.1011,0.1011,2024-02-14,0.0907,47.288842544317
Lavavajillas,20,0.1918,1.3,0.2493,15,0.1026,0.1334,2024-02-14,0.1159,46.49017248295227
Secadora,20,0.1918,2.0,0.3835,16,0.1064,0.2127,2024-02-14,0.1708,44.53715775749674
Termo eléctrico,20,0.1918,2.5,0.4794,4,0.1012,0.2529,2024-02-14,0.22649999999999998,47.24655819774718
Lavadora,20,0.178,1.0,0.178,7,0.1049,0.1049,2024-02-15,0.0731,41.06741573033708
Lavavajillas,20,0.178,1.3,0.2313,14,0.1092,0.1419,2024-02-15,0.08940000000000001,38.65110246433204
Secadora,20,0.178,2.0,0.3559,16,0.1098,0.2195,2024-02-15,0.1364,38.32537229558865
Termo eléctrico,20,0.178,2.5,0.4449,5,0.0807,0.2018,2024-02-15,0.2431,54.641492470218026
Lavadora,20,0.1887,1.0,0.1887,7,0.1005,0.1005,2024-02-16,0.0882,46.74085850556439
Lavavajillas,20,0.1887,1.3,0.2453,14,0.1041,0.1353,2024-02-16,0.10999999999999999,44.84304932735426
Secadora,20,0.1887,2.0,0.3774,15,0.1049,0.2099,2024-02-16,0.1675,44.38261791202967
Termo eléctrico,20,0.1887,2.5,0.4717,4,0.0862,0.2156,2024-02-16,0.2561,54.29298282806868
Lavadora,20,0.1186,1.0,0.1186,15,0.0676,0.0676,2024-02-17,0.051000000000000004,43.001686340640816
Lavavajillas,20,0.1186,1.3,0.1542,14,0.069,0.0897,2024-02-17,0.0645,41.82879377431907
Secadora,20,0.1186,2.0,0.2373,12,0.0693,0.1386,2024-02-17,0.09870000000000001,41.59292035398231
Termo eléctrico,20,0.1186,2.5,0.2966,13,0.0698,0.1745,2024-02-17,0.12209999999999999,41.16655428186109
Lavadora,20,0.107,1.0,0.107,15,0.069,0.069,2024-02-18,0.03799999999999999,35.51401869158878
Lavavajillas,20,0.107,1.3,0.139,13,0.0719,0.0935,2024-02-18,0.04550000000000001,32.733812949640296
Secadora,20,0.107,2.0,0.2139,14,0.0719,0.1439,2024-02-18,0.07,32.72557269752221
Termo eléctrico,20,0.107,2.5,0.2674,12,0.0734,0.1836,2024-02-18,0.08380000000000001,31.338818249813016
Lavadora,20,0.1908,1.0,0.1908,15,0.0925,0.0925,2024-02-19,0.0983,51.519916142557655
Lavavajillas,20,0.1908,1.3,0.2481,14,0.0948,0.1232,2024-02-19,0.12489999999999998,50.34260378879484
Secadora,20,0.1908,2.0,0.3817,16,0.0968,0.1936,2024-02-19,0.1881,49.279538904899134
Termo eléctrico,20,0.1908,2.5,0.4771,5,0.0926,0.2315,2024-02-19,0.2456,51.47767763571578
Lavadora,20,0.3184,1.0,0.3184,14,0.0869,0.0869,2024-02-20,0.2315,72.7072864321608
Lavavajillas,20,0.3184,1.3,0.4139,15,0.0913,0.1187,2024-02-20,0.2952,71.32157525972458
Secadora,20,0.3184,2.0,0.6368,16,0.0926,0.1852,2024-02-20,0.4516,70.91708542713567
Termo eléctrico,20,0.3184,2.5,0.796,3,0.0837,0.2092,2024-02-20,0.5868,73.71859296482411
Lavadora,20,0.1697,1.0,0.1697,14,0.0906,0.0906,2024-02-21,0.07909999999999999,46.61166764879198
Lavavajillas,20,0.1697,1.3,0.2206,15,0.0915,0.119,2024-02-21,0.1016,46.056210335448775
Secadora,20,0.1697,2.0,0.3394,16,0.0958,0.1916,2024-02-21,0.1478,43.54743665291691
Termo eléctrico,20,0.1697,2.5,0.4243,3,0.0935,0.2338,2024-02-21,0.1905,44.89747819938722
Lavadora,20,0.1267,1.0,0.1267,7,0.0576,0.0576,2024-02-22,0.06910000000000001,54.538279400157855
Lavavajillas,20,0.1267,1.3,0.1647,14,0.07,0.0909,2024-02-22,0.07380000000000002,44.80874316939891
Secadora,20,0.1267,2.0,0.2534,15,0.0709,0.1419,2024-02-22,0.11150000000000002,44.00157853196527
Termo eléctrico,20,0.1267,2.5,0.3167,5,0.0616,0.154,2024-02-22,0.16269999999999998,51.37353962740764
Lavadora,20,0.1333,1.0,0.1333,7,0.0531,0.0531,2024-02-23,0.0802,60.16504126031508
Lavavajillas,20,0.1333,1.3,0.1733,14,0.0656,0.0852,2024-02-23,0.08810000000000001,50.83669936526255
Secadora,20,0.1333,2.0,0.2666,16,0.0666,0.1333,2024-02-23,0.1333,50.0
Termo eléctrico,20,0.1333,2.5,0.3333,4,0.0456,0.114,2024-02-23,0.2193,65.7965796579658
Lavadora,20,0.076,1.0,0.076,13,0.0399,0.0399,2024-02-24,0.0361,47.5
Lavavajillas,20,0.076,1.3,0.0988,14,0.0402,0.0522,2024-02-24,0.046599999999999996,47.165991902834
Secadora,20,0.076,2.0,0.1519,11,0.0403,0.0806,2024-02-24,0.0713,46.93877551020408
Termo eléctrico,20,0.076,2.5,0.1899,12,0.0405,0.1012,2024-02-24,0.08870000000000001,46.70879410215903
Lavadora,20,0.0461,1.0,0.0461,18,0.0427,0.0427,2024-02-25,0.0034000000000000002,7.375271149674621
Lavavajillas,20,0.0461,1.3,0.0599,19,0.0438,0.0569,2024-02-25,0.0030000000000000027,5.008347245409019
Secadora,20,0.0461,2.0,0.0921,22,0.0454,0.0909,2024-02-25,0.0012000000000000066,1.3029315960912125
Termo eléctrico,20,0.0461,2.5,0.1152,23,0.0442,0.1106,2024-02-25,0.004599999999999993,3.9930555555555496
Lavadora,20,0.1302,1.0,0.1302,7,0.0574,0.0574,2024-02-26,0.0728,55.91397849462365
Lavavajillas,20,0.1302,1.3,0.1693,23,0.0723,0.094,2024-02-26,0.0753,44.4772593030124
Secadora,20,0.1302,2.0,0.2604,14,0.0733,0.1466,2024-02-26,0.11380000000000001,43.701996927803386
Termo eléctrico,20,0.1302,2.5,0.3255,2,0.0478,0.1194,2024-02-26,0.2061,63.31797235023041
Lavadora,20,0.1424,1.0,0.1424,7,0.0447,0.0447,2024-02-27,0.09770000000000001,68.60955056179776
Lavavajillas,20,0.1424,1.3,0.1851,14,0.0692,0.0899,2024-02-27,0.09519999999999999,51.431658562938956
Secadora,20,0.1424,2.0,0.2847,15,0.0698,0.1397,2024-02-27,0.14500000000000002,50.93080435546189
Termo eléctrico,20,0.1424,2.5,0.3559,5,0.0454,0.1135,2024-02-27,0.2424,68.1090193874684
Lavadora,20,0.1938,1.0,0.1938,7,0.0517,0.0517,2024-02-28,0.1421,73.32301341589267
Lavavajillas,20,0.1938,1.3,0.2519,14,0.0699,0.0909,2024-02-28,0.16100000000000003,63.91425168717746
Secadora,20,0.1938,2.0,0.3876,15,0.0705,0.1409,2024-02-28,0.2467,63.648090815273484
Termo eléctrico,20,0.1938,2.5,0.4845,0,0.05,0.1249,2024-02-28,0.3596,74.22084623323013
Lavadora,20,0.1228,1.0,0.1228,7,0.0549,0.0549,2024-02-29,0.06790000000000002,55.293159609120536
Lavavajillas,20,0.1228,1.3,0.1596,15,0.066,0.0858,2024-02-29,0.07379999999999999,46.24060150375939
Secadora,20,0.1228,2.0,0.2455,14,0.066,0.1321,2024-02-29,0.1134,46.19144602851324
Termo eléctrico,20,0.1228,2.5,0.3069,6,0.0517,0.1291,2024-02-29,0.1778,57.934180514825684
Lavadora,20,0.1279,1.0,0.1279,7,0.0476,0.0476,2024-03-01,0.08030000000000001,62.78342455043002
Lavavajillas,20,0.1279,1.3,0.1662,14,0.0663,0.0862,2024-03-01,0.07999999999999999,48.13477737665463
Secadora,20,0.1279,2.0,0.2557,15,0.0664,0.1329,2024-03-01,0.12279999999999999,48.02502933124755
Termo eléctrico,20,0.1279,2.5,0.3197,6,0.0489,0.1222,2024-03-01,0.19749999999999998,61.77666562402252
Lavadora,20,0.075,1.0,0.075,13,0.0424,0.0424,2024-03-02,0.0326,43.46666666666666
Lavavajillas,20,0.075,1.3,0.0974,14,0.0426,0.0554,2024-03-02,0.042,43.121149897330596
Secadora,20,0.075,2.0,0.1499,15,0.0429,0.0858,2024-03-02,0.0641,42.76184122748499
Termo eléctrico,20,0.075,2.5,0.1874,23,0.043,0.1075,2024-03-02,0.07990000000000001,42.63607257203842
Lavadora,20,0.0713,1.0,0.0713,18,0.0385,0.0385,2024-03-03,0.0328,46.002805049088366
Lavavajillas,20,0.0713,1.3,0.0927,10,0.0412,0.0536,2024-03-03,0.0391,42.17907227615966
Secadora,20,0.0713,2.0,0.1426,9,0.0432,0.0865,2024-03-03,0.05610000000000001,39.34081346423563
Termo eléctrico,20,0.0713,2.5,0.1783,23,0.0427,0.1068,2024-03-03,0.07149999999999998,40.100953449242844
Lavadora,20,0.1413,1.0,0.1413,7,0.0661,0.0661,2024-03-04,0.0752,53.220099079971696
Lavavajillas,20,0.1413,1.3,0.1837,15,0.069,0.0897,2024-03-04,0.094,51.17038649972782
Secadora,20,0.1413,2.0,0.2826,14,0.0693,0.1386,2024-03-04,0.14400000000000002,50.955414012738856
Termo eléctrico,20,0.1413,2.5,0.3533,6,0.0516,0.129,2024-03-04,0.2243,63.48712142654968
Lavadora,20,0.2571,1.0,0.2571,14,0.0639,0.0639,2024-03-05,0.19319999999999998,75.14585764294048
Lavavajillas,20,0.2571,1.3,0.3342,15,0.0651,0.0846,2024-03-05,0.2496,74.68581687612208
Secadora,20,0.2571,2.0,0.5141,16,0.0676,0.1352,2024-03-05,0.3789,73.70161447189263
Termo eléctrico,20,0.2571,2.5,0.6427,1,0.0428,0.107,2024-03-05,0.5357000000000001,83.35148591878016
Lavadora,20,0.225,1.0,0.225,14,0.0587,0.0587,2024-03-06,0.1663,73.91111111111111
Lavavajillas,20,0.225,1.3,0.2926,15,0.0591,0.0768,2024-03-06,0.21580000000000005,73.75256322624745
Secadora,20,0.225,2.0,0.4501,16,0.0627,0.1254,2024-03-06,0.3247,72.13952455009998
Termo eléctrico,20,0.225,2.5,0.5626,17,0.0764,0.191,2024-03-06,0.3716,66.05047991468183
Lavadora,20,0.1562,1.0,0.1562,7,0.0588,0.0588,2024-03-07,0.09740000000000001,62.355953905249685
Lavavajillas,20,0.1562,1.3,0.203,14,0.0688,0.0895,2024-03-07,0.11350000000000002,55.91133004926109
Secadora,20,0.1562,2.0,0.3123,15,0.0691,0.1383,2024-03-07,0.17400000000000002,55.71565802113353
Termo eléctrico,20,0.1562,2.5,0.3904,5,0.0495,0.1238,2024-03-07,0.26660000000000006,68.28893442622952
Lavadora,20,0.1252,1.0,0.1252,7,0.0483,0.0483,2024-03-08,0.0769,61.421725239616606
Lavavajillas,20,0.1252,1.3,0.1627,14,0.0696,0.0905,2024-03-08,0.07220000000000001,44.37615242778119
Secadora,20,0.1252,2.0,0.2503,15,0.07,0.1401,2024-03-08,0.11020000000000002,44.02716739912106
Termo eléctrico,20,0.1252,2.5,0.3129,5,0.0488,0.122,2024-03-08,0.19090000000000001,61.00990731863215
Lavadora,20,0.0468,1.0,0.0468,23,0.0419,0.0419,2024-03-09,0.004900000000000002,10.470085470085474
Lavavajillas,20,0.0468,1.3,0.0609,13,0.0421,0.0548,2024-03-09,0.006100000000000001,10.016420361247949
Secadora,20,0.0468,2.0,0.0936,14,0.0424,0.0848,2024-03-09,0.008800000000000002,9.401709401709404
Termo eléctrico,20,0.0468,2.5,0.117,8,0.0422,0.1056,2024-03-09,0.011400000000000007,9.74358974358975
Lavadora,20,0.0466,1.0,0.0466,23,0.0409,0.0409,2024-03-10,0.005700000000000004,12.231759656652368
Lavavajillas,20,0.0466,1.3,0.0606,10,0.0425,0.0553,2024-03-10,0.005299999999999999,8.745874587458745
Secadora,20,0.0466,2.0,0.0932,22,0.044,0.0879,2024-03-10,0.005299999999999999,5.686695278969956
Termo eléctrico,20,0.0466,2.5,0.1165,9,0.0446,0.1115,2024-03-10,0.0050000000000000044,4.291845493562235
Lavadora,20,0.2176,1.0,0.2176,7,0.0464,0.0464,2024-03-11,0.1712,78.67647058823529
Lavavajillas,20,0.2176,1.3,0.2829,14,0.0673,0.0875,2024-03-11,0.1954,69.07034287734182
Secadora,20,0.2176,2.0,0.4353,15,0.0677,0.1354,2024-03-11,0.29990000000000006,68.89501493223065
Termo eléctrico,20,0.2176,2.5,0.5441,5,0.0446,0.1114,2024-03-11,0.43270000000000003,79.52582245910679
Lavadora,20,0.3098,1.0,0.3098,14,0.0625,0.0625,2024-03-12,0.24730000000000002,79.82569399612653
Lavavajillas,20,0.3098,1.3,0.4028,15,0.0634,0.0824,2024-03-12,0.3204,79.54319761668323
Secadora,20,0.3098,2.0,0.6196,16,0.0676,0.1351,2024-03-12,0.48450000000000004,78.19561007101356
Termo eléctrico,20,0.3098,2.5,0.7746,1,0.0718,0.1794,2024-03-12,0.5952,76.83965917893106
Lavadora,20,0.2638,1.0,0.2638,14,0.0637,0.0637,2024-03-13,0.20009999999999997,75.85291887793782
Lavavajillas,20,0.2638,1.3,0.3429,15,0.0647,0.0841,2024-03-13,0.2588,75.47389909594634
Secadora,20,0.2638,2.0,0.5276,16,0.0671,0.1341,2024-03-13,0.39349999999999996,74.58301743745261
Termo eléctrico,20,0.2638,2.5,0.6595,3,0.0729,0.1821,2024-03-13,0.47739999999999994,72.38817285822591
Lavadora,20,0.2028,1.0,0.2028,14,0.0675,0.0675,2024-03-14,0.1353,66.71597633136095
Lavavajillas,20,0.2028,1.3,0.2637,15,0.0677,0.088,2024-03-14,0.1757,66.62874478574138
Secadora,20,0.2028,2.0,0.4056,16,0.0754,0.1509,2024-03-14,0.25470000000000004,62.79585798816568
Termo eléctrico,20,0.2028,2.5,0.507,3,0.0735,0.1838,2024-03-14,0.32320000000000004,63.74753451676529
Lavadora,20,0.2536,1.0,0.2536,14,0.0742,0.0742,2024-03-15,0.1794,70.74132492113566
Lavavajillas,20,0.2536,1.3,0.3297,15,0.0745,0.0969,2024-03-15,0.2328,70.60964513193812
Secadora,20,0.2536,2.0,0.5072,16,0.0802,0.1605,2024-03-15,0.3467,68.35567823343848
Termo eléctrico,20,0.2536,2.5,0.634,4,0.0658,0.1646,2024-03-15,0.46940000000000004,74.03785488958991
Lavadora,20,0.1388,1.0,0.1388,14,0.0428,0.0428,2024-03-16,0.096,69.164265129683
Lavavajillas,20,0.1388,1.3,0.1804,15,0.043,0.0559,2024-03-16,0.1245,69.01330376940132
Secadora,20,0.1388,2.0,0.2776,13,0.0449,0.0898,2024-03-16,0.18780000000000002,67.65129682997119
Termo eléctrico,20,0.1388,2.5,0.347,12,0.046,0.1151,2024-03-16,0.2319,66.8299711815562
Lavadora,20,0.1323,1.0,0.1323,13,0.0434,0.0434,2024-03-17,0.0889,67.1957671957672
Lavavajillas,20,0.1323,1.3,0.172,14,0.0435,0.0566,2024-03-17,0.11539999999999999,67.09302325581396
Secadora,20,0.1323,2.0,0.2646,12,0.0437,0.0873,2024-03-17,0.1773,67.00680272108845
Termo eléctrico,20,0.1323,2.5,0.3308,11,0.0437,0.1092,2024-03-17,0.22159999999999996,66.98911729141474
Lavadora,20,0.2346,1.0,0.2346,14,0.0948,0.0948,2024-03-18,0.1398,59.590792838874684
Lavavajillas,20,0.2346,1.3,0.3049,15,0.0965,0.1255,2024-03-18,0.1794,58.838963594621184
Secadora,20,0.2346,2.0,0.4691,16,0.1077,0.2154,2024-03-18,0.25370000000000004,54.08228522703049
Termo eléctrico,20,0.2346,2.5,0.5864,5,0.0935,0.2338,2024-03-18,0.3526,60.129604365620736
Lavadora,20,0.2283,1.0,0.2283,15,0.0956,0.0956,2024-03-19,0.13269999999999998,58.125273762593075
Lavavajillas,20,0.2283,1.3,0.2968,14,0.0961,0.125,2024-03-19,0.1718,57.884097035040426
Secadora,20,0.2283,2.0,0.4566,16,0.0989,0.1978,2024-03-19,0.25880000000000003,56.67980727113447
Termo eléctrico,20,0.2283,2.5,0.5707,4,0.0964,0.241,2024-03-19,0.3297,57.7711582267391
Lavadora,20,0.2217,1.0,0.2217,14,0.0896,0.0896,2024-03-20,0.1321,59.5850248082995
Lavavajillas,20,0.2217,1.3,0.2882,15,0.0919,0.1195,2024-03-20,0.16870000000000002,58.53573907009022
Secadora,20,0.2217,2.0,0.4434,17,0.0967,0.1933,2024-03-20,0.2501,56.40505187189896
Termo eléctrico,20,0.2217,2.5,0.5542,4,0.0866,0.2165,2024-03-20,0.3377,60.934680620714545
Lavadora,20,0.2091,1.0,0.2091,15,0.0788,0.0788,2024-03-21,0.13030000000000003,62.31468197034913
Lavavajillas,20,0.2091,1.3,0.2718,14,0.0801,0.1041,2024-03-21,0.1677,61.69977924944813
Secadora,20,0.2091,2.0,0.4181,16,0.0845,0.1691,2024-03-21,0.24900000000000003,59.555130351590535
Termo eléctrico,20,0.2091,2.5,0.5226,0,0.0803,0.2007,2024-03-21,0.32189999999999996,61.595866819747414
Lavadora,20,0.1794,1.0,0.1794,14,0.0715,0.0715,2024-03-22,0.10790000000000001,60.14492753623188
Lavavajillas,20,0.1794,1.3,0.2333,15,0.0743,0.0966,2024-03-22,0.1367,58.59408486926703
Secadora,20,0.1794,2.0,0.3589,16,0.0752,0.1504,2024-03-22,0.2085,58.094176650877685
Termo eléctrico,20,0.1794,2.5,0.4486,2,0.071,0.1776,2024-03-22,0.271,60.41016495764602
Lavadora,20,0.0583,1.0,0.0583,13,0.0458,0.0458,2024-03-23,0.012499999999999997,21.440823327615778
Lavavajillas,20,0.0583,1.3,0.0758,11,0.046,0.0598,2024-03-23,0.016000000000000007,21.108179419525076
Secadora,20,0.0583,2.0,0.1167,14,0.046,0.0921,2024-03-23,0.024599999999999997,21.07969151670951
Termo eléctrico,20,0.0583,2.5,0.1458,12,0.0464,0.116,2024-03-23,0.029800000000000007,20.438957475994517
Lavadora,20,0.0851,1.0,0.0851,13,0.0488,0.0488,2024-03-24,0.03629999999999999,42.6556991774383
Lavavajillas,20,0.0851,1.3,0.1106,14,0.0488,0.0635,2024-03-24,0.0471,42.58589511754069
Secadora,20,0.0851,2.0,0.1701,11,0.0493,0.0986,2024-03-24,0.07150000000000001,42.03409758965315
Termo eléctrico,20,0.0851,2.5,0.2127,12,0.0495,0.1236,2024-03-24,0.0891,41.889985895627646
Lavadora,20,0.1543,1.0,0.1543,15,0.0732,0.0732,2024-03-25,0.08109999999999999,52.5599481529488
Lavavajillas,20,0.1543,1.3,0.2006,14,0.0746,0.097,2024-03-25,0.1036,51.64506480558325
Secadora,20,0.1543,2.0,0.3087,17,0.0752,0.1503,2024-03-25,0.15839999999999999,51.31195335276968
Termo eléctrico,20,0.1543,2.5,0.3859,16,0.0752,0.1881,2024-03-25,0.19780000000000003,51.25680228038353
Lavadora,20,0.1352,1.0,0.1352,7,0.0535,0.0535,2024-03-26,0.0817,60.428994082840234
Lavavajillas,20,0.1352,1.3,0.1758,23,0.0732,0.0951,2024-03-26,0.08070000000000001,45.90443686006826
Secadora,20,0.1352,2.0,0.2705,22,0.0738,0.1476,2024-03-26,0.12290000000000001,45.43438077634011
Termo eléctrico,20,0.1352,2.5,0.3381,5,0.0518,0.1294,2024-03-26,0.20870000000000002,61.727299615498374
Lavadora,20,0.1261,1.0,0.1261,7,0.0502,0.0502,2024-03-27,0.0759,60.190325138778746
Lavavajillas,20,0.1261,1.3,0.1639,9,0.0754,0.0981,2024-03-27,0.06579999999999998,40.14643075045759
Secadora,20,0.1261,2.0,0.2522,22,0.0776,0.1553,2024-03-27,0.09689999999999999,38.421887390959554
Termo eléctrico,20,0.1261,2.5,0.3153,1,0.0493,0.1232,2024-03-27,0.19210000000000002,60.92610212496036
Lavadora,20,0.1234,1.0,0.1234,7,0.0528,0.0528,2024-03-28,0.0706,57.212317666126424
Lavavajillas,20,0.1234,1.3,0.1604,14,0.0728,0.0946,2024-03-28,0.06579999999999998,41.02244389027431
Secadora,20,0.1234,2.0,0.2468,15,0.0731,0.1463,2024-03-28,0.10049999999999998,40.72123176661264
Termo eléctrico,20,0.1234,2.5,0.3086,0,0.0548,0.1371,2024-03-28,0.17149999999999999,55.57355800388852
Lavadora,20,0.1426,1.0,0.1426,7,0.0603,0.0603,2024-03-29,0.08230000000000001,57.71388499298739
Lavavajillas,20,0.1426,1.3,0.1854,14,0.0755,0.0982,2024-03-29,0.08720000000000001,47.0334412081985
Secadora,20,0.1426,2.0,0.2852,15,0.0762,0.1524,2024-03-29,0.1328,46.56381486676017
Termo eléctrico,20,0.1426,2.5,0.3565,1,0.0582,0.1454,2024-03-29,0.21109999999999998,59.21458625525946
Lavadora,20,0.0648,1.0,0.0648,14,0.0484,0.0484,2024-03-30,0.016399999999999998,25.30864197530864
Lavavajillas,20,0.0648,1.3,0.0842,13,0.0488,0.0635,2024-03-30,0.020699999999999996,24.584323040380042
Secadora,20,0.0648,2.0,0.1296,11,0.0492,0.0984,2024-03-30,0.03119999999999999,24.07407407407407
